CustomerID;Age;Gender;Tenure;Usage Frequency;Support Calls;Payment Delay;Subscription Type;Contract Length;Total Spend;Last Interaction;Churn;Region;Operador
57834;37;Female;57;29;8;30;Premium;Quarterly;288;21;1;Huancayo;Bitel
57835;33;Male;38;3;5;29;Premium;Annual;293;30;1;Huancayo;Bitel
57836;53;Female;46;6;5;27;Premium;Quarterly;294;3;1;Huancayo;Bitel
57837;58;Male;32;27;5;29;Basic;Monthly;292;15;1;Huancayo;Bitel
57838;43;Male;44;23;5;28;Standard;Monthly;449;26;1;Huancayo;Bitel
57839;51;Female;51;19;4;30;Standard;Monthly;647;14;1;Huancayo;Bitel
57840;19;Female;37;19;7;24;Premium;Monthly;908;29;1;Huancayo;Bitel
57841;64;Female;49;29;8;16;Basic;Annual;962;4;1;Huancayo;Bitel
57842;34;Female;49;8;8;30;Premium;Quarterly;439;17;1;Huancayo;Bitel
57843;58;Male;3;5;7;11;Basic;Annual;984;15;1;Huancayo;Bitel
57844;43;Female;11;23;3;30;Premium;Monthly;747;2;1;Huancayo;Bitel
57845;47;Male;41;21;5;16;Standard;Monthly;451;15;1;Huancayo;Bitel
57846;36;Male;36;17;5;27;Standard;Quarterly;160;16;1;Huancayo;Bitel
57847;42;Female;45;7;7;28;Basic;Monthly;944;8;1;Huancayo;Bitel
57848;61;Female;33;25;9;16;Standard;Annual;854;15;1;Huancayo;Bitel
57849;34;Female;59;11;5;24;Standard;Annual;991;22;1;Huancayo;Bitel
57850;54;Male;56;3;5;18;Standard;Monthly;962;29;1;Huancayo;Bitel
57851;44;Female;41;29;9;23;Standard;Quarterly;240;26;1;Huancayo;Bitel
57852;39;Female;50;4;9;29;Premium;Quarterly;867;26;1;Huancayo;Bitel
57853;35;Female;25;28;7;18;Premium;Monthly;564;29;1;Huancayo;Bitel
57854;52;Female;41;6;7;21;Premium;Annual;170;19;1;Huancayo;Bitel
57855;23;Female;58;16;10;26;Premium;Quarterly;275;14;1;Huancayo;Bitel
57856;53;Female;36;29;5;23;Basic;Monthly;820;6;1;Huancayo;Bitel
57857;65;Female;36;30;10;20;Standard;Annual;606;27;1;Huancayo;Bitel
57858;64;Male;50;3;10;8;Basic;Annual;279;8;1;Huancayo;Bitel
57859;51;Female;22;6;10;22;Premium;Monthly;298;14;1;Huancayo;Bitel
57860;61;Female;23;9;10;27;Standard;Monthly;556;1;1;Huancayo;Bitel
57861;55;Female;3;15;4;24;Basic;Monthly;282;28;1;Huancayo;Bitel
57862;52;Male;41;9;10;21;Premium;Monthly;855;21;1;Huancayo;Bitel
57863;57;Female;9;12;7;25;Premium;Annual;463;22;1;Huancayo;Bitel
57864;30;Female;39;9;10;16;Premium;Monthly;467;4;1;Huancayo;Bitel
57865;45;Female;29;27;5;30;Standard;Quarterly;630;16;1;Huancayo;Bitel
57866;42;Female;46;3;10;27;Standard;Monthly;923;6;1;Huancayo;Bitel
57867;60;Male;41;15;5;28;Basic;Annual;326;26;1;Huancayo;Bitel
57868;42;Male;41;2;4;28;Standard;Annual;207;20;1;Huancayo;Bitel
57869;30;Female;14;30;1;22;Premium;Monthly;195;15;1;Huancayo;Bitel
57870;60;Male;21;3;5;2;Basic;Annual;711;13;1;Huancayo;Bitel
57871;22;Male;45;22;7;16;Standard;Quarterly;519;13;1;Huancayo;Bitel
57872;49;Male;42;1;0;22;Standard;Annual;234;8;1;Huancayo;Bitel
57873;40;Female;24;19;6;16;Premium;Quarterly;842;16;1;Huancayo;Bitel
57874;23;Female;17;15;8;24;Basic;Quarterly;276;26;1;Huancayo;Bitel
57875;58;Male;24;10;5;21;Premium;Quarterly;747;13;1;Huancayo;Bitel
57876;20;Male;28;18;9;16;Premium;Quarterly;146;21;1;Huancayo;Bitel
57877;48;Female;36;17;6;29;Premium;Monthly;241;29;1;Huancayo;Bitel
57878;63;Male;47;7;7;16;Basic;Monthly;440;16;1;Huancayo;Bitel
57879;38;Female;60;1;5;18;Premium;Monthly;856;3;1;Huancayo;Bitel
57880;54;Female;44;10;6;25;Premium;Quarterly;980;8;1;Huancayo;Bitel
57881;34;Male;54;2;8;20;Basic;Annual;618;16;1;Huancayo;Bitel
57882;46;Female;15;29;5;27;Premium;Monthly;880;26;1;Huancayo;Bitel
57883;31;Male;7;1;7;1;Standard;Annual;724;7;1;Huancayo;Bitel
57884;30;Female;53;4;4;23;Basic;Quarterly;150;23;1;Huancayo;Bitel
57885;53;Female;28;11;1;24;Basic;Quarterly;478;8;1;Huancayo;Bitel
57886;50;Female;44;27;5;22;Standard;Monthly;970;1;1;Huancayo;Bitel
57887;37;Female;51;24;8;17;Basic;Quarterly;389;21;1;Huancayo;Bitel
57888;48;Female;39;17;2;24;Standard;Quarterly;265;1;1;Huancayo;Bitel
57889;45;Female;42;10;5;23;Premium;Monthly;754;14;1;Huancayo;Bitel
57890;55;Male;40;20;7;23;Standard;Quarterly;916;26;1;Huancayo;Bitel
57891;37;Male;11;2;1;27;Premium;Annual;259;6;1;Huancayo;Bitel
57892;65;Male;50;15;10;29;Standard;Annual;238;15;1;Huancayo;Bitel
57893;63;Male;47;10;5;17;Basic;Monthly;461;29;1;Huancayo;Bitel
57894;50;Female;14;27;6;26;Standard;Annual;340;6;1;Huancayo;Bitel
57895;41;Male;56;21;8;19;Basic;Monthly;128;8;1;Huancayo;Bitel
57896;59;Female;56;10;5;27;Basic;Quarterly;434;23;1;Huancayo;Bitel
57897;49;Male;42;7;5;20;Standard;Quarterly;251;6;1;Huancayo;Bitel
57898;27;Female;59;7;10;28;Standard;Monthly;919;21;1;Huancayo;Bitel
57899;18;Female;46;9;4;25;Basic;Annual;266;15;1;Huancayo;Bitel
57900;52;Male;25;22;6;24;Basic;Annual;183;22;1;Huancayo;Bitel
57901;46;Female;17;23;3;22;Basic;Annual;212;10;1;Huancayo;Bitel
57902;48;Female;60;21;6;24;Basic;Quarterly;523;24;1;Huancayo;Bitel
57903;34;Female;35;26;10;21;Standard;Annual;983;3;1;Huancayo;Bitel
57904;56;Female;32;19;1;30;Basic;Monthly;338;9;1;Huancayo;Bitel
57905;52;Male;29;21;10;20;Standard;Quarterly;296;13;1;Huancayo;Bitel
57906;25;Male;55;15;6;21;Premium;Annual;885;16;1;Huancayo;Bitel
57907;61;Female;31;1;4;21;Premium;Monthly;535;16;1;Huancayo;Bitel
57908;59;Male;58;5;9;22;Premium;Monthly;600;1;1;Huancayo;Bitel
57909;41;Female;2;3;0;23;Basic;Monthly;501;1;1;Huancayo;Bitel
57910;20;Male;31;1;8;18;Standard;Monthly;937;2;1;Huancayo;Bitel
57911;55;Male;30;4;4;16;Basic;Annual;496;3;1;Huancayo;Bitel
57912;30;Male;60;20;7;28;Premium;Quarterly;852;30;1;Huancayo;Bitel
57913;32;Female;37;7;5;28;Basic;Quarterly;325;30;1;Huancayo;Bitel
57914;47;Female;30;7;1;22;Basic;Monthly;669;19;1;Huancayo;Bitel
57915;32;Female;24;20;1;24;Premium;Quarterly;423;3;1;Huancayo;Bitel
57916;58;Female;2;17;6;23;Premium;Monthly;803;14;1;Huancayo;Bitel
57917;29;Male;52;28;5;20;Premium;Annual;946;30;1;Huancayo;Bitel
57918;51;Female;55;1;5;4;Basic;Quarterly;458;19;1;Huancayo;Bitel
57919;36;Female;52;11;5;18;Standard;Quarterly;371;30;1;Huancayo;Bitel
57920;65;Female;55;16;1;22;Basic;Monthly;778;27;1;Huancayo;Bitel
57921;18;Male;2;3;10;18;Basic;Quarterly;895;15;1;Huancayo;Bitel
57922;51;Female;42;16;8;27;Standard;Annual;157;24;1;Huancayo;Bitel
57923;50;Male;33;20;6;25;Basic;Monthly;958;30;1;Huancayo;Bitel
57924;23;Male;28;19;6;26;Standard;Monthly;510;29;1;Huancayo;Bitel
57925;63;Female;56;15;6;17;Basic;Annual;510;21;1;Huancayo;Bitel
57926;47;Female;37;1;8;29;Basic;Annual;609;6;1;Huancayo;Bitel
57927;54;Female;51;18;5;29;Basic;Annual;291;12;1;Huancayo;Bitel
57928;30;Female;14;5;3;24;Premium;Quarterly;331;15;1;Huancayo;Bitel
57929;63;Female;48;30;10;23;Standard;Monthly;985;11;1;Huancayo;Bitel
57930;19;Male;26;10;9;16;Premium;Monthly;781;4;1;Huancayo;Bitel
57931;53;Female;36;16;5;23;Basic;Monthly;666;16;1;Huancayo;Bitel
57932;43;Female;16;11;3;22;Standard;Quarterly;489;1;1;Huancayo;Bitel
57933;26;Female;37;29;9;18;Basic;Annual;917;1;1;Huancayo;Bitel
57934;42;Male;43;23;7;26;Basic;Monthly;669;15;1;Huancayo;Bitel
57935;24;Male;49;8;10;26;Standard;Monthly;118;24;1;Huancayo;Bitel
57936;63;Male;32;7;7;29;Premium;Monthly;796;5;1;Huancayo;Bitel
57937;52;Male;56;4;8;15;Basic;Quarterly;885;20;1;Huancayo;Bitel
57938;20;Male;35;1;9;21;Basic;Monthly;860;27;1;Huancayo;Bitel
57939;61;Female;25;21;5;26;Standard;Quarterly;741;25;1;Huancayo;Bitel
57940;46;Female;51;21;6;18;Basic;Annual;439;4;1;Huancayo;Bitel
57941;48;Female;36;26;0;23;Standard;Quarterly;375;20;1;Huancayo;Bitel
57942;44;Female;24;9;6;29;Standard;Quarterly;133;19;1;Huancayo;Bitel
57943;45;Female;2;3;4;30;Basic;Monthly;738;30;1;Huancayo;Bitel
57944;44;Female;41;22;2;26;Premium;Monthly;393;19;1;Huancayo;Bitel
57945;31;Male;57;22;8;17;Standard;Monthly;981;10;1;Huancayo;Bitel
57946;38;Female;44;29;6;27;Basic;Monthly;846;12;1;Huancayo;Bitel
57947;48;Female;7;23;9;21;Basic;Quarterly;224;22;1;Huancayo;Bitel
57948;23;Female;33;9;8;16;Basic;Annual;160;1;1;Huancayo;Bitel
57949;49;Female;5;5;8;30;Premium;Monthly;647;7;1;Huancayo;Bitel
57950;48;Female;50;29;10;16;Standard;Annual;799;12;1;Huancayo;Bitel
57951;20;Male;47;27;7;23;Basic;Monthly;864;27;1;Huancayo;Bitel
57952;35;Male;29;9;10;27;Standard;Monthly;577;29;1;Huancayo;Bitel
57953;18;Female;47;18;8;18;Basic;Annual;889;17;1;Huancayo;Bitel
57954;40;Female;8;27;5;21;Premium;Monthly;541;5;1;Huancayo;Bitel
57955;60;Female;55;13;8;24;Basic;Annual;652;25;1;Huancayo;Bitel
57956;38;Female;33;1;10;29;Standard;Quarterly;432;15;1;Huancayo;Bitel
57957;39;Male;24;1;6;27;Premium;Annual;297;11;1;Huancayo;Bitel
57958;18;Female;55;11;8;27;Premium;Annual;379;4;1;Huancayo;Bitel
57959;42;Male;33;10;9;23;Basic;Monthly;255;28;1;Huancayo;Bitel
57960;20;Female;58;8;10;23;Basic;Quarterly;358;7;1;Huancayo;Bitel
57961;18;Female;47;7;4;29;Premium;Quarterly;473;7;1;Huancayo;Bitel
57962;65;Female;45;24;10;24;Basic;Monthly;146;15;1;Huancayo;Bitel
57963;45;Male;45;28;8;29;Basic;Annual;180;27;1;Huancayo;Bitel
57964;59;Female;35;12;6;22;Standard;Annual;404;17;1;Huancayo;Bitel
57965;30;Female;27;10;9;29;Basic;Quarterly;672;4;1;Huancayo;Bitel
57966;54;Female;21;13;9;23;Standard;Quarterly;343;8;1;Huancayo;Bitel
57967;35;Female;29;21;5;30;Premium;Quarterly;257;10;1;Huancayo;Bitel
57968;20;Female;57;17;7;17;Standard;Monthly;546;12;1;Huancayo;Bitel
57969;35;Female;28;1;4;24;Basic;Monthly;736;23;1;Huancayo;Bitel
57970;28;Male;27;19;8;18;Standard;Monthly;369;10;1;Huancayo;Bitel
57971;25;Male;40;1;5;30;Premium;Quarterly;847;4;1;Huancayo;Bitel
57972;54;Female;28;2;5;1;Standard;Quarterly;856;11;1;Huancayo;Bitel
57973;25;Female;36;3;7;21;Standard;Annual;933;12;1;Huancayo;Bitel
57974;19;Female;12;12;1;25;Standard;Annual;194;26;1;Huancayo;Bitel
57975;56;Female;43;21;6;22;Basic;Quarterly;477;4;1;Huancayo;Bitel
57976;65;Male;29;2;6;16;Standard;Monthly;295;11;1;Huancayo;Bitel
57977;51;Male;10;3;5;6;Standard;Annual;135;23;1;Huancayo;Bitel
57978;41;Female;2;25;9;22;Premium;Quarterly;475;13;1;Huancayo;Bitel
57979;50;Female;25;3;8;18;Basic;Monthly;699;15;1;Huancayo;Bitel
57980;59;Female;29;13;9;27;Standard;Quarterly;568;29;1;Huancayo;Bitel
57981;64;Female;42;1;5;4;Premium;Quarterly;474;13;1;Huancayo;Bitel
57982;43;Female;58;8;5;27;Basic;Quarterly;742;9;1;Huancayo;Bitel
57983;23;Female;31;5;9;16;Premium;Annual;758;18;1;Huancayo;Bitel
57984;60;Female;37;21;8;23;Premium;Quarterly;768;26;1;Huancayo;Bitel
57985;50;Female;55;2;10;28;Basic;Quarterly;166;15;1;Huancayo;Bitel
57986;21;Female;4;19;8;30;Basic;Quarterly;452;18;1;Huancayo;Bitel
57987;25;Female;25;21;7;27;Basic;Monthly;454;22;1;Huancayo;Bitel
57988;50;Female;32;13;8;20;Basic;Quarterly;960;22;1;Huancayo;Bitel
57989;22;Female;28;8;6;24;Basic;Quarterly;700;12;1;Huancayo;Bitel
57990;20;Male;45;7;6;29;Basic;Quarterly;190;6;1;Huancayo;Bitel
57991;58;Female;41;26;6;21;Premium;Monthly;618;26;1;Huancayo;Bitel
57992;62;Female;20;27;10;29;Premium;Quarterly;241;13;1;Huancayo;Bitel
57993;51;Male;52;1;6;9;Premium;Annual;146;12;1;Huancayo;Bitel
57994;57;Male;52;1;9;11;Standard;Monthly;547;15;1;Huancayo;Bitel
57995;21;Female;35;14;1;30;Premium;Monthly;961;27;1;Huancayo;Bitel
57996;53;Male;34;25;10;20;Basic;Quarterly;885;2;1;Huancayo;Bitel
57997;42;Female;4;11;1;28;Premium;Monthly;859;10;1;Huancayo;Bitel
57998;24;Male;38;6;5;25;Premium;Annual;746;12;1;Huancayo;Bitel
57999;25;Male;28;18;8;30;Premium;Monthly;596;1;1;Huancayo;Bitel
58000;64;Female;36;19;8;29;Basic;Monthly;967;15;1;Huancayo;Bitel
58001;60;Female;55;28;8;25;Basic;Monthly;807;28;1;Huancayo;Bitel
58002;42;Male;37;24;8;21;Standard;Quarterly;398;2;1;Huancayo;Bitel
58003;33;Male;50;11;9;18;Basic;Annual;478;19;1;Huancayo;Bitel
58004;38;Male;50;10;8;16;Basic;Monthly;510;13;1;Huancayo;Bitel
58005;19;Male;26;10;6;17;Standard;Annual;409;15;1;Huancayo;Bitel
58006;29;Female;48;19;6;23;Basic;Annual;881;28;1;Huancayo;Bitel
58007;34;Female;51;4;0;29;Premium;Monthly;130;30;1;Huancayo;Bitel
58008;61;Female;31;30;4;21;Premium;Monthly;942;9;1;Huancayo;Bitel
58009;56;Female;49;13;8;18;Basic;Annual;287;25;1;Huancayo;Bitel
58010;27;Female;47;2;4;25;Basic;Quarterly;480;29;1;Huancayo;Bitel
58011;51;Female;34;25;10;21;Basic;Monthly;731;29;1;Huancayo;Bitel
58012;50;Female;38;14;4;23;Premium;Monthly;153;20;1;Huancayo;Bitel
58013;32;Male;28;16;7;17;Standard;Monthly;160;30;1;Huancayo;Bitel
58014;36;Male;40;27;8;20;Standard;Annual;384;8;1;Huancayo;Bitel
58015;53;Male;15;5;4;21;Premium;Monthly;463;30;1;Huancayo;Bitel
58016;59;Female;4;26;5;25;Basic;Quarterly;478;16;1;Huancayo;Bitel
58017;53;Female;38;1;9;10;Standard;Annual;957;29;1;Huancayo;Bitel
58018;54;Female;51;1;1;26;Standard;Monthly;695;4;1;Huancayo;Bitel
58019;65;Female;27;23;1;24;Basic;Quarterly;347;18;1;Huancayo;Bitel
58020;38;Female;7;20;10;27;Premium;Annual;139;24;1;Huancayo;Bitel
58021;54;Female;11;2;0;13;Basic;Annual;351;13;1;Huancayo;Bitel
58022;34;Female;38;16;6;23;Standard;Monthly;678;24;1;Huancayo;Bitel
58023;25;Female;46;4;10;27;Standard;Annual;214;30;1;Huancayo;Bitel
58024;57;Female;36;30;8;20;Premium;Quarterly;934;26;1;Huancayo;Bitel
58025;64;Female;30;21;6;21;Premium;Annual;980;20;1;Huancayo;Bitel
58026;52;Female;17;20;6;25;Premium;Monthly;663;6;1;Huancayo;Bitel
58027;54;Female;37;16;9;18;Premium;Annual;694;30;1;Huancayo;Bitel
58028;41;Female;56;12;9;24;Standard;Monthly;918;9;1;Huancayo;Bitel
58029;64;Male;25;4;10;1;Basic;Annual;889;10;1;Huancayo;Bitel
58030;25;Female;56;16;5;19;Standard;Annual;845;6;1;Huancayo;Bitel
58031;36;Female;3;1;0;15;Standard;Annual;267;16;1;Huancayo;Bitel
58032;38;Male;58;8;7;27;Standard;Quarterly;692;26;1;Huancayo;Bitel
58033;60;Male;35;13;7;16;Basic;Annual;783;7;1;Huancayo;Bitel
58034;55;Female;32;20;4;29;Basic;Monthly;687;1;1;Huancayo;Bitel
58035;19;Male;56;21;7;18;Standard;Quarterly;804;4;1;Huancayo;Bitel
58036;51;Male;44;2;4;6;Premium;Annual;120;4;1;Huancayo;Bitel
58037;65;Female;13;21;8;26;Premium;Monthly;853;29;1;Huancayo;Bitel
58038;41;Female;3;6;10;24;Standard;Quarterly;238;11;1;Huancayo;Bitel
58039;39;Female;59;1;10;30;Standard;Annual;854;30;1;Huancayo;Bitel
58040;20;Female;60;18;8;23;Basic;Annual;588;4;1;Huancayo;Bitel
58041;19;Male;33;10;8;20;Standard;Annual;806;6;1;Huancayo;Bitel
58042;62;Female;1;3;8;0;Standard;Monthly;763;22;1;Huancayo;Bitel
58043;62;Female;40;13;6;27;Basic;Annual;178;5;1;Huancayo;Bitel
58044;56;Female;59;15;8;16;Basic;Quarterly;308;13;1;Huancayo;Bitel
58045;63;Female;50;13;10;28;Premium;Annual;170;14;1;Huancayo;Bitel
58046;53;Male;42;6;5;26;Basic;Monthly;748;25;1;Huancayo;Bitel
58047;46;Female;24;21;1;26;Premium;Monthly;541;16;1;Huancayo;Bitel
58048;46;Female;53;27;2;26;Premium;Monthly;764;16;1;Huancayo;Bitel
58049;23;Female;53;30;5;22;Basic;Monthly;257;16;1;Huancayo;Bitel
58050;56;Female;30;2;7;10;Basic;Quarterly;866;29;1;Huancayo;Bitel
58051;25;Male;60;4;10;23;Basic;Monthly;701;21;1;Huancayo;Bitel
58052;54;Male;25;4;8;17;Standard;Quarterly;726;23;1;Huancayo;Bitel
58053;49;Female;48;18;5;16;Standard;Annual;600;16;1;Huancayo;Bitel
58054;45;Female;38;20;1;29;Standard;Monthly;155;11;1;Huancayo;Bitel
58055;23;Female;33;23;8;16;Premium;Quarterly;685;19;1;Huancayo;Bitel
58056;23;Male;48;13;6;29;Basic;Quarterly;546;19;1;Huancayo;Bitel
58057;34;Male;52;8;5;22;Basic;Quarterly;145;14;1;Huancayo;Bitel
58058;46;Male;33;29;10;28;Standard;Monthly;922;30;1;Huancayo;Bitel
58059;48;Female;13;23;10;27;Premium;Monthly;815;1;1;Huancayo;Bitel
58060;34;Female;32;11;8;28;Premium;Annual;207;28;1;Huancayo;Bitel
58061;46;Female;14;7;9;24;Standard;Monthly;938;20;1;Huancayo;Bitel
58062;58;Male;44;16;10;17;Premium;Monthly;952;10;1;Huancayo;Bitel
58063;44;Female;21;1;8;25;Basic;Monthly;836;7;1;Huancayo;Bitel
58064;22;Female;22;6;5;27;Basic;Monthly;431;25;1;Huancayo;Bitel
58065;49;Female;25;13;9;16;Premium;Quarterly;228;25;1;Huancayo;Bitel
58066;52;Male;10;1;0;0;Standard;Annual;753;25;1;Huancayo;Bitel
58067;31;Female;38;25;8;18;Premium;Quarterly;223;22;1;Huancayo;Bitel
58068;39;Female;26;19;3;24;Premium;Monthly;725;8;1;Huancayo;Bitel
58069;62;Female;42;8;0;23;Standard;Monthly;286;2;1;Huancayo;Bitel
58070;51;Male;57;19;9;16;Standard;Quarterly;207;5;1;Huancayo;Bitel
58071;54;Female;3;29;8;24;Premium;Monthly;849;6;1;Huancayo;Bitel
58072;41;Female;44;8;9;27;Standard;Quarterly;554;25;1;Huancayo;Bitel
58073;39;Male;7;1;5;10;Basic;Annual;618;8;1;Huancayo;Bitel
58074;57;Female;6;19;9;25;Premium;Annual;451;1;1;Huancayo;Bitel
58075;44;Female;55;24;10;19;Standard;Annual;245;13;1;Huancayo;Bitel
58076;20;Female;39;6;6;23;Standard;Annual;891;4;1;Huancayo;Bitel
58077;32;Male;32;2;7;30;Premium;Quarterly;755;14;1;Huancayo;Bitel
58078;64;Female;19;1;9;1;Basic;Monthly;375;16;1;Huancayo;Bitel
58079;31;Male;42;24;5;16;Standard;Annual;961;23;1;Huancayo;Bitel
58080;26;Female;45;24;7;21;Premium;Quarterly;918;2;1;Huancayo;Bitel
58081;23;Male;56;27;8;22;Standard;Quarterly;613;23;1;Huancayo;Bitel
58082;56;Male;6;3;4;26;Standard;Quarterly;492;26;1;Huancayo;Bitel
58083;43;Female;4;2;2;5;Premium;Annual;758;15;1;Huancayo;Bitel
58084;51;Female;9;12;8;24;Basic;Quarterly;496;11;1;Huancayo;Bitel
58085;55;Female;56;25;2;24;Basic;Monthly;130;7;1;Huancayo;Bitel
58086;59;Male;50;4;5;6;Premium;Monthly;720;25;1;Huancayo;Bitel
58087;27;Female;36;27;10;24;Standard;Quarterly;767;17;1;Huancayo;Bitel
58088;53;Male;24;17;10;16;Standard;Quarterly;579;14;1;Huancayo;Bitel
58089;22;Female;32;30;2;24;Basic;Monthly;284;17;1;Huancayo;Bitel
58090;19;Female;60;8;4;26;Standard;Monthly;879;3;1;Huancayo;Bitel
58091;56;Female;47;1;4;24;Premium;Quarterly;211;29;1;Huancayo;Bitel
58092;63;Female;45;12;7;20;Premium;Monthly;251;21;1;Huancayo;Bitel
58093;32;Male;35;29;7;18;Standard;Annual;459;25;1;Huancayo;Bitel
58094;53;Female;4;2;6;14;Premium;Annual;773;17;1;Huancayo;Bitel
58095;43;Female;11;2;8;29;Premium;Monthly;837;22;1;Huancayo;Bitel
58096;63;Female;2;5;5;15;Basic;Monthly;615;24;1;Huancayo;Bitel
58097;35;Male;30;1;10;22;Standard;Quarterly;949;15;1;Huancayo;Bitel
58098;36;Male;48;30;6;25;Standard;Annual;270;2;1;Huancayo;Bitel
58099;24;Female;51;24;10;16;Basic;Monthly;606;16;1;Huancayo;Bitel
58100;25;Male;38;11;7;26;Premium;Annual;605;12;1;Huancayo;Bitel
58101;52;Male;43;19;7;26;Basic;Annual;259;30;1;Huancayo;Bitel
58102;46;Female;36;29;8;19;Standard;Annual;945;17;1;Huancayo;Bitel
58103;50;Female;45;28;8;30;Premium;Monthly;648;23;1;Huancayo;Bitel
58104;57;Male;17;1;7;5;Premium;Monthly;132;26;1;Huancayo;Bitel
58105;40;Female;59;1;10;25;Standard;Quarterly;758;23;1;Huancayo;Bitel
58106;53;Male;58;9;6;24;Standard;Annual;751;4;1;Huancayo;Bitel
58107;53;Female;15;1;8;14;Premium;Quarterly;705;6;1;Huancayo;Bitel
58108;30;Female;36;9;0;23;Basic;Annual;455;25;1;Huancayo;Bitel
58109;43;Female;14;30;6;21;Basic;Annual;432;6;1;Huancayo;Bitel
58110;28;Female;48;29;7;18;Basic;Quarterly;131;20;1;Huancayo;Bitel
58111;23;Female;48;1;1;21;Standard;Monthly;358;7;1;Huancayo;Bitel
58112;29;Male;55;23;7;21;Basic;Monthly;248;13;1;Huancayo;Bitel
58113;48;Female;43;15;5;19;Premium;Quarterly;724;20;1;Huancayo;Bitel
58114;48;Female;25;27;4;23;Basic;Quarterly;397;9;1;Huancayo;Bitel
58115;59;Male;30;3;8;9;Standard;Annual;674;4;1;Huancayo;Bitel
58116;55;Male;34;19;7;24;Standard;Quarterly;737;5;1;Huancayo;Bitel
58117;45;Female;23;11;3;24;Basic;Monthly;782;21;1;Huancayo;Bitel
58118;30;Female;20;3;0;29;Basic;Monthly;894;13;1;Huancayo;Bitel
58119;62;Male;28;2;5;20;Premium;Quarterly;610;7;1;Huancayo;Bitel
58120;41;Female;51;28;0;27;Standard;Monthly;614;14;1;Huancayo;Bitel
58121;18;Male;29;19;8;19;Basic;Quarterly;315;10;1;Huancayo;Bitel
58122;40;Female;53;28;5;24;Premium;Annual;622;24;1;Huancayo;Bitel
58123;26;Female;32;21;9;19;Premium;Monthly;155;23;1;Huancayo;Bitel
58124;38;Male;50;8;5;27;Premium;Monthly;576;1;1;Huancayo;Bitel
58125;32;Female;6;23;2;28;Standard;Monthly;155;21;1;Huancayo;Bitel
58126;36;Female;28;2;5;27;Basic;Monthly;101;15;1;Huancayo;Bitel
58127;45;Female;50;11;1;24;Standard;Quarterly;323;28;1;Huancayo;Bitel
58128;35;Female;50;15;5;30;Basic;Annual;619;28;1;Huancayo;Bitel
58129;56;Male;36;13;6;23;Premium;Quarterly;564;21;1;Huancayo;Bitel
58130;39;Female;25;25;0;28;Premium;Monthly;155;1;1;Huancayo;Bitel
58131;50;Male;33;27;10;16;Basic;Quarterly;188;1;1;Huancayo;Bitel
58132;60;Female;40;2;7;18;Standard;Quarterly;405;16;1;Huancayo;Bitel
58133;42;Male;31;14;6;28;Standard;Annual;854;29;1;Huancayo;Bitel
58134;18;Female;37;20;5;16;Standard;Quarterly;903;22;1;Huancayo;Bitel
58135;31;Female;27;20;7;18;Basic;Monthly;712;1;1;Huancayo;Bitel
58136;47;Male;26;30;10;22;Premium;Annual;244;1;1;Huancayo;Bitel
58137;51;Female;44;26;9;20;Standard;Quarterly;673;14;1;Huancayo;Bitel
58138;57;Female;48;3;2;26;Basic;Monthly;410;14;1;Huancayo;Bitel
58139;24;Female;40;20;10;24;Premium;Quarterly;425;6;1;Huancayo;Bitel
58140;20;Female;32;3;2;22;Premium;Monthly;460;8;1;Huancayo;Bitel
58141;65;Female;10;1;9;5;Standard;Quarterly;248;2;1;Huancayo;Bitel
58142;49;Male;56;18;7;26;Basic;Annual;219;20;1;Huancayo;Bitel
58143;54;Female;54;2;6;14;Standard;Monthly;370;16;1;Huancayo;Bitel
58144;56;Female;29;5;8;22;Basic;Quarterly;381;19;1;Huancayo;Bitel
58145;37;Female;29;5;0;21;Standard;Quarterly;293;18;1;Huancayo;Bitel
58146;48;Male;9;2;8;12;Standard;Annual;238;28;1;Huancayo;Bitel
58147;22;Male;46;15;6;29;Premium;Quarterly;112;10;1;Huancayo;Bitel
58148;55;Male;55;26;9;20;Premium;Monthly;239;2;1;Huancayo;Bitel
58149;54;Male;48;13;10;22;Standard;Annual;979;26;1;Huancayo;Bitel
58150;65;Female;4;21;8;30;Premium;Monthly;305;5;1;Huancayo;Bitel
58151;50;Male;27;3;9;29;Basic;Annual;670;27;1;Huancayo;Bitel
58152;43;Female;25;18;10;17;Basic;Monthly;538;23;1;Huancayo;Bitel
58153;60;Female;1;4;6;4;Standard;Annual;810;28;1;Huancayo;Bitel
58154;48;Male;49;11;6;29;Standard;Quarterly;704;15;1;Huancayo;Bitel
58155;42;Male;6;1;3;10;Standard;Annual;582;15;1;Huancayo;Bitel
58156;19;Female;2;13;5;30;Standard;Monthly;472;22;1;Huancayo;Bitel
58157;34;Female;12;1;7;10;Basic;Annual;240;21;1;Huancayo;Bitel
58158;48;Female;53;19;8;26;Premium;Annual;673;13;1;Huancayo;Bitel
58159;26;Female;51;14;6;22;Basic;Quarterly;305;29;1;Huancayo;Bitel
58160;56;Male;37;14;9;22;Basic;Monthly;813;28;1;Huancayo;Bitel
58161;64;Female;31;27;5;20;Premium;Monthly;655;29;1;Huancayo;Bitel
58162;48;Female;35;4;0;29;Basic;Annual;415;3;1;Huancayo;Bitel
58163;34;Female;51;9;9;18;Basic;Annual;627;24;1;Huancayo;Bitel
58164;24;Male;56;1;5;20;Basic;Annual;507;14;1;Huancayo;Bitel
